file,status,error,bank_name,year,presence,tokens,out_tokens
y6report_1134845_FIRST-NBC_2023,failed,"400 INVALID_ARGUMENT. {'error': {'code': 400, 'message': 'The input token count (1107869) exceeds the maximum number of tokens allowed (1048575).', 'status': 'INVALID_ARGUMENT'}, 'modelVersion': 'gemini-2.0-flash'}",,,,,
y6report_1134845_FIRST-NBC_2024,failed,"400 INVALID_ARGUMENT. {'error': {'code': 400, 'message': 'The input token count (1487664) exceeds the maximum number of tokens allowed (1048575).', 'status': 'INVALID_ARGUMENT'}, 'modelVersion': 'gemini-2.0-flash'}",,,,,
y6report_1134863_EASTON-BSHRS_2013,passed,,"Easton Bancshares, Inc.",2013,both,22661,794
y6report_1134863_EASTON-BSHRS_2014,passed,,"Easton Bancshares, Inc.",2014,both,4236,899
y6report_1134863_EASTON-BSHRS_2015,passed,,"Easton Bancshares, Inc.",2015,both,15579,774
y6report_1134863_EASTON-BSHRS_2016,passed,,"Easton Baricshares, Inc.",2016,both,4143,673
y6report_1134863_EASTON-BSHRS_2017,failed,Invalid \escape: line 33 column 51 (char 615),,,,,
y6report_1134863_EASTON-BSHRS_2018,passed,,"Easton Bancshares, Inc.",2018,both,4505,595
y6report_1134863_EASTON-BSHRS_2019,passed,,"Easton Bancshares, Inc.",2019,both,13674,595
y6report_1134863_EASTON-BSHRS_2020,passed,,"Easton Bancshares, Inc.",2020,both,4181,553
y6report_1134863_EASTON-BSHRS_2021,passed,,"Easton Bancshares, Inc.",2021,both,12922,557
y6report_1134863_EASTON-BSHRS_2022,passed,,"Easton Bancshares, Inc.",2022,insiders,11978,382
y6report_1134863_EASTON-BSHRS_2023,passed,,"Easton Bancshares, Inc.",2023,insiders,11714,249
y6report_1134863_EASTON-BSHRS_2024,failed,"504 Gateway Timeout. {'message': '<html>\r\n<head><title>504 Gateway Time-out</title></head>\r\n<body>\r\n<center><h1>504 Gateway Time-out</h1></center>\r\n</body>\r\n</html>\r\n', 'status': 'Gateway Timeout'}",,,,,
y6report_1134872_BANKWEST-FNCL_2013,passed,,"BANKWEST Financial, Inc.",2013,both,15761,711
y6report_1134872_BANKWEST-FNCL_2014,passed,,"BANKWEST FINANCIAL, INC.",2014,both,3980,675
y6report_1134872_BANKWEST-FNCL_2015,passed,,"BANKWEST FINANCIAL, INC.",2015,both,3783,619
y6report_1134872_BANKWEST-FNCL_2016,passed,,"BANKWEST Financial, Inc.",2016,both,4974,681
y6report_1134872_BANKWEST-FNCL_2017,passed,,"BANKWEST FINANCIAL, INC.",2017,both,3660,609
y6report_1134872_BANKWEST-FNCL_2018,passed,,"BANKWEST FINANCIAL, INC.",2018,both,3793,691
y6report_1134872_BANKWEST-FNCL_2019,passed,,"BANKWEST FINANCIAL, INC.",2019,both,9445,821
y6report_1134872_BANKWEST-FNCL_2020,passed,,"BANKWEST Financial, Inc.",2020,both,3899,711
y6report_1134872_BANKWEST-FNCL_2021,passed,,"BANKWEST FINANCIAL, INC.",2021,both,3853,644
y6report_1134872_BANKWEST-FNCL_2022,passed,,"BANKWEST Financial, Inc",2022,none,2417,63
y6report_1134872_BANKWEST-FNCL_2023,passed,,"BANKWEST Financial, Inc.",2023,insiders,8861,184
y6report_1134872_BANKWEST-FNCL_2024,passed,,"BANKWEST FINANCIAL, INC.",2024,insiders,2594,189
y6report_1134966_JBS_2013,passed,,"JBS, Inc.",2013,both,13459,800
y6report_1134966_JBS_2014,passed,,"JBS, Inc.",2014,both,18976,829
y6report_1134966_JBS_2015,failed,Invalid \escape: line 31 column 51 (char 614),,,,,
y6report_1134966_JBS_2016,passed,,"JBS, Inc.",2016,both,4242,776
y6report_1134966_JBS_2017,passed,,"JBS, Inc.",2017,both,13988,893
y6report_1134966_JBS_2018,passed,,"JBS, Inc.",2018,both,22646,951
y6report_1134966_JBS_2019,passed,,"JBS, Inc.",2019,both,14730,777
y6report_1134966_JBS_2020,passed,,HEARTLAND STATE BANK,2020,both,5880,759
y6report_1134966_JBS_2021,passed,,"JBS, Inc.",2021,both,4231,759
y6report_1134966_JBS_2022,passed,,"JBS, Inc.",2022,insiders,85998,387
y6report_1134966_JBS_2023,passed,,"JBS, Inc.",2023,insiders,2713,181
y6report_1134966_JBS_2024,passed,,"JBS, INC.",2024,none,14363,62
y6report_1135039_TOLNA-BC_2013,passed,,Tolna Bancorp Inc.,2013,both,13103,1100
y6report_1135039_TOLNA-BC_2014,passed,,Tolna Bancorp Inc.,2014,both,16324,1221
y6report_1135039_TOLNA-BC_2015,passed,,Tolna Bancorp Inc,2015,both,12829,1107
y6report_1135039_TOLNA-BC_2016,passed,,Tolna Bancorp Inc.,2016,both,4691,1220
y6report_1135039_TOLNA-BC_2017,passed,,Tolna Bancorp Inc,2017,both,14413,1206
y6report_1135039_TOLNA-BC_2018,passed,,Tolna Bancorporation Inc.,2018,both,15472,1263
y6report_1135039_TOLNA-BC_2019,passed,,Toina Bancorporation Inc.,2019,both,4373,1198
y6report_1135039_TOLNA-BC_2020,passed,,Tolna Bancorporation Inc.,2020,both,4188,1207
y6report_1135039_TOLNA-BC_2021,passed,,Tolna Bancorporation Inc.,2021,both,14996,1080
y6report_1135039_TOLNA-BC_2022,passed,,Tolna Bancorporation Inc.,2022,none,3092,63
y6report_1135039_TOLNA-BC_2023,passed,,Tolna Bancorporation Inc.,2023,insiders,10764,796
y6report_1135039_TOLNA-BC_2024,passed,,"TOLNA BANCORP, INC.",2024,none,2568,65
y6report_1135048_WATFORD-CITY-BSHRS_2013,passed,,"Watford City Bancshares, Inc.",2013,both,6921,1553
y6report_1135048_WATFORD-CITY-BSHRS_2014,passed,,"Watford City Bancshares, Inc.",2014,both,19136,1548
y6report_1135048_WATFORD-CITY-BSHRS_2015,passed,,"Watford City Bancshares, Inc.",2015,both,20508,1536
y6report_1135048_WATFORD-CITY-BSHRS_2016,passed,,"Watford City Bancshares, Inc.",2016,both,7931,1530
y6report_1135048_WATFORD-CITY-BSHRS_2017,passed,,"Watford City Bancshares, Inc.",2017,both,18035,1485
y6report_1135048_WATFORD-CITY-BSHRS_2018,passed,,"Watford City Bancshares, Inc.",2018,both,16157,1456
y6report_1135048_WATFORD-CITY-BSHRS_2019,passed,,"Watford City Bancshares, Inc.",2019,both,8410,1463
y6report_1135048_WATFORD-CITY-BSHRS_2020,passed,,"Watford City Bancshares, Inc.",2020,both,7193,1352
y6report_1135048_WATFORD-CITY-BSHRS_2021,passed,,"Watford City Bancshares, Inc.",2021,both,8040,1362
y6report_1135048_WATFORD-CITY-BSHRS_2022,passed,,"Watford City Bancshares, Inc.",2022,insiders,7245,949
y6report_1135048_WATFORD-CITY-BSHRS_2023,passed,,"Watford City Bancshares, Inc.",2023,insiders,5688,925
y6report_1135114_CITIZENS-BC-OF-NEW-ULM_2013,passed,,"Citizens Bancorporation of New Ulm, Inc.",2013,both,16686,1791
y6report_1135114_CITIZENS-BC-OF-NEW-ULM_2014,passed,,"Citizens Bancorporation of New Ulm, Inc.",2014,both,5244,1925
y6report_1135114_CITIZENS-BC-OF-NEW-ULM_2015,passed,,"CITIZENS BANCORPORATION OF NEW ULM, INC.",2015,both,5116,1839
y6report_1135114_CITIZENS-BC-OF-NEW-ULM_2016,passed,,"Citizens Bancorporation of New Ulm, Inc.",2016,both,6764,1811
y6report_1135114_CITIZENS-BC-OF-NEW-ULM_2017,passed,,"Citizens Bancorporation of New Ulm, Inc.",2017,both,5955,1733
y6report_1135114_CITIZENS-BC-OF-NEW-ULM_2019,passed,,"Citizens Bancorporation of New Ulm, Inc.",2019,both,28436,1828
y6report_1135114_CITIZENS-BC-OF-NEW-ULM_2020,passed,,"Citizens Bancorporation of New Ulm, Inc.",2020,both,14679,1999
y6report_1135114_CITIZENS-BC-OF-NEW-ULM_2021,passed,,"Citizens Bancorporation of New Ulm, Inc.",2021,both,5339,1973
y6report_1135114_CITIZENS-BC-OF-NEW-ULM_2022,passed,,"Citizens Bancorporation of New Ulm, Inc.",2022,both,4333,1971
y6report_1135114_CITIZENS-BC-OF-NEW-ULM_2023,passed,,"Citizens Bancorporation of New Ulm, Inc.",2023,both,4206,2027
y6report_1135114_CITIZENS-BC-OF-NEW-ULM_2024,passed,,"CITIZENS BANCORPORATION OF NEW ULM, INC.",2024,both,5070,1896
y6report_1135114_CITIZENZ-BC-OF-NEW-ULM_2018,passed,,"Citizens Bancorporation of New Ulm, Inc.",2018,both,13708,1275
y6report_1135271_WANAMINGO-BSHRS_2013,passed,,Wanamingo Bancshares,2013,both,4613,1459
y6report_1135271_WANAMINGO-BSHRS_2014,passed,,Wanamingo Bancshares,2014,both,16752,1386
y6report_1135271_WANAMINGO-BSHRS_2015,passed,,"Wanamingo Bancshares, Inc.",2015,both,15139,1397
y6report_1135271_WANAMINGO-BSHRS_2016,passed,,Wanamingo Bancshares,2016,both,5552,1379
y6report_1135271_WANAMINGO-BSHRS_2017,passed,,Wanamingo Bancshares,2017,both,17262,1379
y6report_1135271_WANAMINGO-BSHRS_2018,failed,Invalid \escape: line 47 column 56 (char 1145),,,,,
y6report_1135271_WANAMINGO-BSHRS_2019,passed,,Wanamingo Bancshares,2019,both,28593,1377
y6report_1135271_WANAMINGO-BSHRS_2020,passed,,Wanamingo Bancshares,2020,both,6513,1320
y6report_1135271_WANAMINGO-BSHRS_2021,passed,,Wanamingo Bancshares,2021,both,84473,1312
y6report_1135271_WANAMINGO-BSHRS_2022,passed,,Wanamingo Bancshares,2022,insiders,12669,1410
y6report_1135271_WANAMINGO-BSHRS_2023,passed,,Wanamingo Bancshares,2023,insiders,3776,1212
y6report_1135552_PIONEER-BSHRS_2013,passed,,"Pioneer Bank Shares, Inc.",2013,both,57205,1113
y6report_1135552_PIONEER-BSHRS_2014,passed,,"Pioneer Bank Shares, Inc.",2014,both,16719,1104
y6report_1135552_PIONEER-BSHRS_2015,passed,,"Pioneer Bank Shares, Inc.",2015,both,4467,1119
y6report_1135552_PIONEER-BSHRS_2016,passed,,"PIONEER BANK SHARES, INC.",2016,both,5296,1192
y6report_1135552_PIONEER-BSHRS_2017,passed,,"PIONEER BANK SHARES, INC.",2017,both,14147,1202
y6report_1135619_WEST-CONCORD-BSHRS_2013,passed,,"West Concord Bancshares, Inc.",2013,both,24709,447
y6report_1135619_WEST-CONCORD-BSHRS_2014,failed,Invalid \escape: line 33 column 59 (char 751),,,,,
y6report_1135619_WEST-CONCORD-BSHRS_2015,passed,,"West Concord Bancshares, Inc.",2015,both,15049,554
y6report_1135619_WEST-CONCORD-BSHRS_2016,failed,Invalid \escape: line 33 column 59 (char 753),,,,,
y6report_1135619_WEST-CONCORD-BSHRS_2017,passed,,"West Concord Bancshares, Inc.",2017,both,5016,552
y6report_1135619_WEST-CONCORD-BSHRS_2018,failed,Invalid \escape: line 33 column 59 (char 753),,,,,
y6report_1135619_WEST-CONCORD-BSHRS_2019,failed,Invalid \escape: line 33 column 59 (char 750),,,,,
y6report_1135619_WEST-CONCORD-BSHRS_2020,passed,,"West Concord Bancshares, Inc.",2020,both,4192,558
y6report_1135619_WEST-CONCORD-BSHRS_2021,passed,,"West Concord Bancshares, Inc.",2021,both,4107,558
y6report_1135619_WEST-CONCORD-BSHRS_2022,passed,,"West Concord Bancshares, Inc.",2022,none,2744,65
y6report_1135619_WEST-CONCORD-BSHRS_2023,passed,,"West Concord Bancshares, Inc.",2023,none,2927,65
y6report_1135860_FIRST-AND-FARMERS-BHC_2013,passed,,FIRST AND FARMERS BANK HOLDING COMPANY,2013,both,13411,1210
y6report_1135860_FIRST-AND-FARMERS-BHC_2014,passed,,FIRST AND FARMERS BANK HOLDING COMPANY,2014,both,4844,1081
y6report_1135860_FIRST-AND-FARMERS-BHC_2015,passed,,FIRST AND FARMERS BHC,2015,both,4242,972
y6report_1135860_FIRST-AND-FARMERS-BHC_2016,passed,,THE FIRST AND FARMERS BANK HOLDING COMPANY,2016,both,4704,968
y6report_1136371_GRANT-COUNTY-BC_2013,passed,,GRANT COUNTY BANCORPORATION INC.,2013,both,12182,501
y6report_1136371_GRANT-COUNTY-BC_2014,passed,,Grant County State Bancorporation Inc.,2014,both,21453,662
y6report_1136371_GRANT-COUNTY-BC_2015,passed,,Grant County Bancorporation Inc.,2015,both,22755,515
y6report_1136371_GRANT-COUNTY-BC_2016,passed,,Grant County Bancorporation Inc.,2016,both,9932,510
y6report_1136371_GRANT-COUNTY-BC_2017,passed,,GRANT COUNTY BANCORPORATION INC.,2017,both,3583,453
y6report_1136371_GRANT-COUNTY-BC_2018,passed,,GRANT COUNTY BANCORPORATION INC.,2018,both,12274,506
y6report_1136371_GRANT-COUNTY-BC_2019,passed,,Grant County Bancorporation Inc.,2019,both,3078,440
y6report_1136371_GRANT-COUNTY-BC_2020,passed,,Grant County Bancorporation Inc.,2020,both,11727,490
y6report_1136371_GRANT-COUNTY-BC_2021,passed,,Grant County Bancorporation Inc.,2021,both,3505,416
y6report_1136371_GRANT-COUNTY-BC_2022,passed,,Grant County Bancorporation Inc.,2022,insiders,11815,184
y6report_1136371_GRANT-COUNTY-BC_2023,passed,,Grant County Bancorporation Inc.,2023,insiders,2638,184
y6report_1136371_GRANT-COUNTY-BC_2024,passed,,"GRANT COUNTY BANCORPORATION, INC.",2024,insiders,2571,190
y6report_1136540_NORTH-SHORE-FC_2013,passed,,NORTH SHORE FINANCIAL CORPORATION,2013,both,14315,1542
y6report_1136540_NORTH-SHORE-FC_2014,passed,,North Shore Financial Corporation,2014,both,15999,1351
y6report_1136540_NORTH-SHORE-FC_2015,passed,,North Shore Financial Corporation,2015,both,15345,1358
y6report_1136540_NORTH-SHORE-FC_2016,passed,,North Shore Financial Corporation,2016,both,16438,1468
y6report_1136540_NORTH-SHORE-FC_2017,passed,,North Shore Financial Corporation,2017,both,5030,1346
y6report_1136540_NORTH-SHORE-FC_2018,passed,,NORTH SHORE FINANCIAL CORPORATION,2018,both,14385,1533
y6report_1136540_NORTH-SHORE-FC_2019,passed,,North Shore Financial Corporation,2019,both,14192,1682
y6report_1136540_NORTH-SHORE-FC_2020,passed,,NORTH SHORE FINANCIAL CORPORATION,2020,both,12524,1676
y6report_1136540_NORTH-SHORE-FC_2021,passed,,North Shore Financial Corporation,2021,both,5134,1656
y6report_1136540_NORTH-SHORE-FC_2022,passed,,North Shore Financial Corporation,2022,both,4245,1527
y6report_1136540_NORTH-SHORE-FC_2023,passed,,NORTH SHORE FINANCIAL CORPORATION,2023,both,14405,1751
y6report_1136933_FREEDOM-BC_2013,passed,,"Freedom Bancorporation, Inc.",2013,both,6223,1666
y6report_1136933_FREEDOM-BC_2014,passed,,"Freedom Bancorporation, Inc.",2014,both,28924,1787
y6report_1136933_FREEDOM-BC_2015,passed,,"Freedom Bancorporation, Inc.",2015,both,7231,1780
y6report_1136933_FREEDOM-BC_2016,passed,,"FREEDOM BANCORPORATION, INC.",2016,both,216369,1819
y6report_1137510_FIRST-SOUTHEASTERN-BANC-GROUP_2013,passed,,"First Southeastern Banc Group, Inc.",2013,both,12777,1666
y6report_1137510_FIRST-SOUTHEASTERN-BANC-GROUP_2014,passed,,"First Southeastern Banc Group, Inc.",2014,both,4437,1686
y6report_1137510_FIRST-SOUTHEASTERN-BANC-GROUP_2015,passed,,"FIRST SOUTHEASTERN BANC GROUP, INC.",2015,both,5098,1716
y6report_1137510_FIRST-SOUTHEASTERN-BANC-GROUP_2016,passed,,"First Southeastern Banc Group, Inc.",2016,both,7603,1578
y6report_1137510_FIRST-SOUTHEASTERN-BANC-GROUP_2017,failed,Invalid \escape: line 60 column 42 (char 1195),,,,,
y6report_1137510_FIRST-SOUTHEASTERN-BANC-GROUP_2018,passed,,"First Southeastern Banc Group, Inc.",2018,both,5079,1146
y6report_1137510_FIRST-SOUTHEASTERN-BANC-GROUP_2019,passed,,"First Southeastern Banc Group, Inc.",2019,both,4382,1147
y6report_1137510_FIRST-SOUTHEASTERN-BANC-GROUP_2020,passed,,"FIRST SOUTHEASTERN BANC GROUP, INC.",2020,both,4497,1181
y6report_1137510_FIRST-SOUTHEASTERN-BANC-GROUP_2021,passed,,"First Southeastern Banc Group, Inc.",2021,both,13060,1154
y6report_1137510_FIRST-SOUTHEASTERN-BANC-GROUP_2022,passed,,"First Southeastern Banc Group, Inc.",2022,insiders,10406,849
y6report_1137510_FIRST-SOUTHEASTERN-BANC-GROUP_2023,passed,,"First Southeastern Banc Group, Inc.",2023,insiders,10738,819
y6report_1137686_SSB_2013,passed,,"SSB, INC.",2013,both,369398,1632
y6report_1137686_SSB_2014,passed,,"SSB, Inc.",2015,both,409281,1781
y6report_1137686_SSB_2015,failed,Invalid \escape: line 60 column 44 (char 1196),,,,,
y6report_1137686_SSB_2016,passed,,"SSB, INC.",2016,both,381410,1603
y6report_1137686_SSB_2017,passed,,"SSB, Inc.",2017,both,413759,1490
y6report_1137686_SSB_2018,passed,,"SSB, INC.",2018,both,390367,1545
y6report_1137686_SSB_2019,passed,,"SSB, Inc.",2019,insiders,558551,1168
y6report_1137686_SSB_2020,passed,,"SSB, Inc.",2020,both,343214,1506
y6report_1137686_SSB_2021,passed,,"SSB, Inc.",2021,both,381143,1786
y6report_1137686_SSB_2022,passed,,"SSB, Inc.",2022,both,259520,1817
y6report_1137686_SSB_2023,failed,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_paid_tier_input_token_count', 'quotaId': 'GenerateContentPaidTierInputTokensPerModelPerMinute', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.0-flash'}, 'quotaValue': '4000000'}]}, {'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '6s'}]}, 'modelVersion': 'gemini-2.0-flash'}",,,,,
y6report_1137686_SSB_2024,passed,,STATE SAVINGS BANK,2024,insiders,179120,763
y6report_1139103_DBA-SUNRISE-BKS_2013,failed,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_paid_tier_input_token_count', 'quotaId': 'GenerateContentPaidTierInputTokensPerModelPerMinute', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.0-flash'}, 'quotaValue': '4000000'}]}, {'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '0s'}]}, 'modelVersion': 'gemini-2.0-flash'}",,,,,
y6report_1139103_DBA-SUNRISE-BKS_2014,failed,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_paid_tier_input_token_count', 'quotaId': 'GenerateContentPaidTierInputTokensPerModelPerMinute', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.0-flash'}, 'quotaValue': '4000000'}]}, {'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '0s'}]}, 'modelVersion': 'gemini-2.0-flash'}",,,,,
y6report_1139103_DBA-SUNRISE-BKS_2015,failed,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_paid_tier_input_token_count', 'quotaId': 'GenerateContentPaidTierInputTokensPerModelPerMinute', 'quotaDimensions': {'model': 'gemini-2.0-flash', 'location': 'global'}, 'quotaValue': '4000000'}]}, {'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '59s'}]}, 'modelVersion': 'gemini-2.0-flash'}",,,,,
y6report_1139103_DBA-SUNRISE-BKS_2016,failed,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_paid_tier_input_token_count', 'quotaId': 'GenerateContentPaidTierInputTokensPerModelPerMinute', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.0-flash'}, 'quotaValue': '4000000'}]}, {'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '59s'}]}, 'modelVersion': 'gemini-2.0-flash'}",,,,,
